date,price,t1,t2,t3,re
2018/12/19,-0.72649106,-0.720212911,-0.724034393,-0.726218097,0.216844127
2018/12/20,-0.717483281,-0.72649106,-0.720212911,-0.724034393,0.286709485
2018/12/21,-0.725672171,-0.717483281,-0.72649106,-0.720212911,0.206980976
2018/12/24,-0.724034393,-0.725672171,-0.717483281,-0.72649106,0.252607305
2018/12/25,-0.737136618,-0.724034393,-0.725672171,-0.717483281,0.185809101
2018/12/26,-0.737682544,-0.737136618,-0.724034393,-0.725672171,0.245739443
2018/12/27,-0.728674765,-0.737682544,-0.737136618,-0.724034393,0.292153876
2018/12/28,-0.727036986,-0.728674765,-0.737682544,-0.737136618,0.256819685
2019/1/2,-0.727582913,-0.727036986,-0.728674765,-0.737682544,0.242682939
2019/1/3,-0.718848096,-0.727582913,-0.727036986,-0.728674765,0.282876026
2019/1/4,-0.697284018,-0.718848096,-0.727582913,-0.727036986,0.341915163
2019/1/7,-0.704926982,-0.697284018,-0.718848096,-0.727582913,0.205821221
2019/1/8,-0.703016241,-0.704926982,-0.697284018,-0.718848096,0.250001622
2019/1/9,-0.698921796,-0.703016241,-0.704926982,-0.697284018,0.263829115
2019/1/10,-0.704926982,-0.698921796,-0.703016241,-0.704926982,0.220201255
2019/1/11,-0.709567354,-0.704926982,-0.698921796,-0.703016241,0.227904679
2019/1/14,-0.712024021,-0.709567354,-0.704926982,-0.698921796,0.238409393
2019/1/15,-0.71557254,-0.712024021,-0.709567354,-0.704926982,0.232348801
2019/1/16,-0.699467722,-0.71557254,-0.712024021,-0.709567354,0.321917989
2019/1/17,-0.697829944,-0.699467722,-0.71557254,-0.712024021,0.252360371
2019/1/18,-0.697829944,-0.697829944,-0.699467722,-0.71557254,0.241255848
2019/1/21,-0.684181793,-0.697829944,-0.697829944,-0.699467722,0.304377559
2019/1/22,-0.694281425,-0.684181793,-0.697829944,-0.697829944,0.195980264
2019/1/23,-0.693189573,-0.694281425,-0.684181793,-0.697829944,0.250054665
2019/1/24,-0.697556981,-0.693189573,-0.694281425,-0.684181793,0.228439667
2019/1/25,-0.700559574,-0.697556981,-0.693189573,-0.694281425,0.236497741
2019/1/28,-0.697284018,-0.700559574,-0.697556981,-0.693189573,0.265448789
2019/1/29,-0.70738365,-0.697284018,-0.700559574,-0.697556981,0.201048171
2019/1/30,-0.7011055,-0.70738365,-0.697284018,-0.700559574,0.274372164
2019/1/31,-0.715299577,-0.7011055,-0.70738365,-0.697284018,0.178581047
2019/2/1,-0.710386243,-0.715299577,-0.7011055,-0.70738365,0.267642626
2019/2/11,-0.707929576,-0.710386243,-0.715299577,-0.7011055,0.258981878
2019/2/12,-0.706018834,-0.707929576,-0.710386243,-0.715299577,0.257092401
2019/2/13,-0.700832537,-0.706018834,-0.707929576,-0.710386243,0.271242931
2019/2/14,-0.689641054,-0.700832537,-0.706018834,-0.707929576,0.297178532
2019/2/15,-0.69291661,-0.689641054,-0.700832537,-0.706018834,0.227545187
2019/2/18,-0.694554388,-0.69291661,-0.689641054,-0.700832537,0.233690317
2019/2/19,-0.669168828,-0.694554388,-0.69291661,-0.689641054,0.361414896
2019/2/20,-0.663436604,-0.669168828,-0.694554388,-0.69291661,0.272260771
2019/2/21,-0.663436604,-0.663436604,-0.669168828,-0.694554388,0.243795849
2019/2/22,-0.67026068,-0.663436604,-0.663436604,-0.669168828,0.211103961
2019/2/25,-0.656885492,-0.67026068,-0.663436604,-0.663436604,0.306456958
2019/2/26,-0.657704381,-0.656885492,-0.67026068,-0.663436604,0.243027961
2019/2/27,-0.65852327,-0.657704381,-0.656885492,-0.67026068,0.24287441
2019/2/28,-0.65852327,-0.65852327,-0.657704381,-0.656885492,0.246428147
2019/3/1,-0.650061417,-0.65852327,-0.65852327,-0.657704381,0.285527075
2019/3/4,-0.661525863,-0.650061417,-0.65852327,-0.65852327,0.192253925
2019/3/5,-0.651153269,-0.661525863,-0.650061417,-0.65852327,0.292971072
2019/3/6,-0.651153269,-0.651153269,-0.661525863,-0.650061417,0.246011951
2019/3/7,-0.675174014,-0.651153269,-0.651153269,-0.661525863,0.133993111
2019/3/8,-0.679814385,-0.675174014,-0.651153269,-0.651153269,0.225345287
2019/3/11,-0.674901051,-0.679814385,-0.675174014,-0.651153269,0.274070909
2019/3/12,-0.6811792,-0.674901051,-0.679814385,-0.675174014,0.22314145
2019/3/13,-0.6811792,-0.6811792,-0.674901051,-0.679814385,0.24935961
2019/3/14,-0.67844957,-0.6811792,-0.6811792,-0.674901051,0.2587022
2019/3/15,-0.686365497,-0.67844957,-0.6811792,-0.6811792,0.20641188
2019/3/18,-0.688549202,-0.686365497,-0.67844957,-0.6811792,0.232455625
2019/3/19,-0.688549202,-0.688549202,-0.686365497,-0.67844957,0.245387893
2019/3/20,-0.686911424,-0.688549202,-0.688549202,-0.686365497,0.256050688
2019/3/21,-0.6811792,-0.686911424,-0.688549202,-0.688549202,0.276223109
2019/3/22,-0.682271052,-0.6811792,-0.686911424,-0.688549202,0.242973035
2019/3/25,-0.682271052,-0.682271052,-0.6811792,-0.686911424,0.244960423
2019/3/26,-0.699467722,-0.682271052,-0.682271052,-0.6811792,0.163329413
2019/3/27,-0.704926982,-0.699467722,-0.682271052,-0.682271052,0.219050597
2019/3/28,-0.704926982,-0.704926982,-0.699467722,-0.682271052,0.24913307
2019/3/29,-0.705199945,-0.704926982,-0.704926982,-0.699467722,0.250844014
2019/4/1,-0.705199945,-0.705199945,-0.704926982,-0.704926982,0.251211178
2019/4/2,-0.716118466,-0.705199945,-0.705199945,-0.704926982,0.19689847
2019/4/3,-0.696738092,-0.716118466,-0.705199945,-0.705199945,0.334544138
2019/4/4,-0.685819571,-0.696738092,-0.716118466,-0.705199945,0.294102498
2019/4/8,-0.685819571,-0.685819571,-0.696738092,-0.716118466,0.240680776
2019/4/9,-0.685819571,-0.685819571,-0.685819571,-0.696738092,0.240032368
2019/4/10,-0.694827351,-0.685819571,-0.685819571,-0.685819571,0.201112782
2019/4/11,-0.69564624,-0.694827351,-0.685819571,-0.685819571,0.243892152
2019/4/12,-0.711478095,-0.69564624,-0.694827351,-0.685819571,0.178461344
2019/4/15,-0.711478095,-0.711478095,-0.69564624,-0.694827351,0.253254478
2019/4/16,-0.700013648,-0.711478095,-0.711478095,-0.69564624,0.305791143
2019/4/17,-0.704381056,-0.700013648,-0.711478095,-0.711478095,0.227386019
2019/4/18,-0.717210318,-0.704381056,-0.700013648,-0.711478095,0.181816104
2019/4/19,-0.713661799,-0.717210318,-0.704381056,-0.700013648,0.256795274
2019/4/22,-0.711751058,-0.713661799,-0.717210318,-0.704381056,0.253224107
2019/4/23,-0.710659206,-0.711751058,-0.713661799,-0.717210318,0.253173814
2019/4/24,-0.713661799,-0.710659206,-0.711751058,-0.713661799,0.23581016
2019/4/25,-0.712569947,-0.713661799,-0.710659206,-0.711751058,0.254179313
2019/4/26,-0.725399208,-0.712569947,-0.713661799,-0.710659206,0.187636018
2019/4/29,-0.72649106,-0.725399208,-0.712569947,-0.713661799,0.240583791
2019/4/30,-0.705199945,-0.72649106,-0.725399208,-0.712569947,0.345492651
2019/5/6,-0.706018834,-0.705199945,-0.72649106,-0.725399208,0.242266866
2019/5/7,-0.69564624,-0.706018834,-0.705199945,-0.72649106,0.290958833
2019/5/8,-0.696192166,-0.69564624,-0.706018834,-0.705199945,0.238982678
2019/5/9,-0.698102907,-0.696192166,-0.69564624,-0.706018834,0.232811088
2019/5/10,-0.700559574,-0.698102907,-0.696192166,-0.69564624,0.233137497
2019/5/13,-0.693462536,-0.700559574,-0.698102907,-0.696192166,0.281225382
2019/5/14,-0.709840317,-0.693462536,-0.700559574,-0.698102907,0.173945489
2019/5/15,-0.704926982,-0.709840317,-0.693462536,-0.700559574,0.272058001
2019/5/16,-0.672171421,-0.704926982,-0.709840317,-0.693462536,0.401138497
2019/5/17,-0.67571994,-0.672171421,-0.704926982,-0.709840317,0.228139207
2019/5/20,-0.682544015,-0.67571994,-0.672171421,-0.704926982,0.205774316
2019/5/21,-0.663436604,-0.682544015,-0.67571994,-0.672171421,0.32622872
2019/5/22,-0.693735499,-0.663436604,-0.682544015,-0.67571994,0.101449785
2019/5/23,-0.700286611,-0.693735499,-0.663436604,-0.682544015,0.216909449
2019/5/24,-0.692097721,-0.700286611,-0.693735499,-0.663436604,0.293625382
2019/5/27,-0.697011055,-0.692097721,-0.700286611,-0.693735499,0.234656277
2019/5/28,-0.689641054,-0.697011055,-0.692097721,-0.700286611,0.286005326
2019/5/29,-0.673536236,-0.689641054,-0.697011055,-0.692097721,0.319031291
2019/5/30,-0.675992903,-0.673536236,-0.689641054,-0.697011055,0.225744367
2019/5/31,-0.674082162,-0.675992903,-0.673536236,-0.689641054,0.243205741
2019/6/3,-0.694008462,-0.674082162,-0.675992903,-0.673536236,0.146338991
2019/6/4,-0.692097721,-0.694008462,-0.674082162,-0.675992903,0.256530578
2019/6/5,-0.6811792,-0.692097721,-0.694008462,-0.674082162,0.307476585
2019/6/6,-0.68390883,-0.6811792,-0.692097721,-0.694008462,0.244671044
2019/6/10,-0.660434011,-0.68390883,-0.6811792,-0.692097721,0.35922995
2019/6/11,-0.659615122,-0.660434011,-0.68390883,-0.6811792,0.244872966
2019/6/12,-0.675992903,-0.659615122,-0.660434011,-0.68390883,0.156975357
2019/6/13,-0.679541422,-0.675992903,-0.659615122,-0.660434011,0.218216949
2019/6/14,-0.679541422,-0.679541422,-0.675992903,-0.659615122,0.245077694
2019/6/17,-0.688549202,-0.679541422,-0.679541422,-0.675992903,0.212872226
2019/6/18,-0.688549202,-0.688549202,-0.679541422,-0.679541422,0.258313265
2019/6/19,-0.689641054,-0.688549202,-0.688549202,-0.679541422,0.250584011
2019/6/20,-0.692643647,-0.689641054,-0.688549202,-0.688549202,0.234194322
2019/6/21,-0.69291661,-0.692643647,-0.689641054,-0.688549202,0.239895941
2019/6/24,-0.701651426,-0.69291661,-0.692643647,-0.689641054,0.198099834
