date,a,b,c,d,e,f,g,h,j,k,l,m,open
2011/12/9,27170,260.3,345.5,6.3647,107.45,15750,27214.29,860884,23600,385.8,222.08,23600,27145
2011/12/12,27080,263.4,340,6.3606,107.33,15390,27142.86,777510,23600,384.35,219.72,23600,26975
2011/12/13,26695,257,337,6.3652,107.65,15490,26985.71,677072,23600,374.5,216.29,23600,26710
2011/12/14,26675,260,337,6.371,106.88,15700,27000,768954,23300,374.25,213.49,23300,26590
2011/12/15,26200,252,330.7,6.3735,104.6,15490,26828.57,806960,23300,365.05,211.93,23300,26305
2011/12/16,26510,253.4,335.9,6.3484,103.57,15460,26785.71,732386,23300,375.85,211.37,23300,26805
2011/12/19,26615,250,327.3,6.3378,102.91,15460,26842.86,859662,23300,378.6,210.28,23300,26680
2011/12/20,26710,251.2,331,6.3472,105.05,15460,26900,1021700,23300,379.05,208.59,23300,26740
2011/12/21,26935,260,338.7,6.3387,106.98,15295,27000,836900,23300,383.5,211.34,23300,26930
2011/12/22,26800,259.4,338,6.339,107.49,15765,26942.86,809550,23300,380.8,210.71,23300,26810
2011/12/23,26825,258.2,201.3327889,6.3364,107.65,16305,27057.14,655542,23300,380.3,210.31,23300,26840
2011/12/26,26780,257,201.3327889,6.3198,107.77,17105,26971.43,710330,23000,379.6,209.84,23000,26680
2011/12/27,26670,252.9,201.3327889,6.3226,107.77,17045,26828.57,674704,23000,378.1,209.84,23000,26685
2011/12/28,26750,253,333.2,6.323,107.52,17045,26814.29,822160,23000,375.85,207.36,23000,26690
2011/12/29,26625,247.6,328,6.3192,106.75,17045,26785.71,612556,23000,371.05,209.22,23000,26650
2011/12/30,26615,246,327.5,6.2948,106.84,17045,26750,903570,23000,370.8,205.83,23000,26675
2012/1/4,26565,247.5,329,6.2946,111.73,17025,26692.86,1047600,23000,367.9,204.33,23000,26380
2012/1/5,26380,250,331.2,6.3017,113,17025,26500,1384060,23200,368.5,203.43,23200,26455
2012/1/6,26495,252,201.3327889,6.3095,112.23,17225,26471.43,1082684,23200,362.8,202.68,23200,26510
2012/1/9,26410,254.4,331,6.3146,112.51,17225,26442.86,805600,23200,354.6,201.4,23200,26450
2012/1/10,26470,256.8,335,6.315,112.98,21125,26442.86,1154196,23200,360,201.95,23200,26365
2012/1/11,26265,259.8,343.2,6.3155,112.9,21225,26428.57,897896,23200,365.2,203.5,23200,26180
2012/1/12,26285,262,344.7,6.3178,112.93,21645,26357.14,768564,23200,364.65,207.28,23200,26225
2012/1/13,26325,260,201.3327889,6.3066,111.75,22345,26400,909984,23200,366.5,210.57,23200,26800
2012/1/16,25960,260,345.9,6.3165,111.71,22345,26500,999280,22800,363,210.56,22800,26400
2012/1/17,26755,273,361.5,6.315,112.24,22845,26771.43,993398,22800,371.1,215.9,22800,26820
2012/1/18,27095,284,373,6.312,111.78,23045,26800,911196,22800,377,220.68,22800,27155
2012/1/19,27290,288.5,380,6.3167,111.59,23045,26814.29,695988,22800,381.8,226.33,22800,27400
2012/1/20,27825,297.9,388,6.339,111.37,23045,26842.86,819278,23000,384.45,231.14,23370,28215
2012/1/30,27645,298.2,395,6.331,111.11,23045,27671.43,714056,23500,382.8,246.96,23500,27580
2012/1/31,27745,301.5,403,6.3085,111.21,21080,27742.86,908878,23500,381.4,249.34,23500,27995
2012/2/1,27795,303,400,6.3067,110.61,21080,27828.57,843824,23500,382.6,252.25,23500,27800
2012/2/2,27825,296.5,398,6.3018,110.82,21080,27971.43,952976,23600,382.65,252.25,23600,27890
2012/2/3,27945,297.5,401.7,6.3028,111.26,20895,28085.71,911662,23600,383.95,252.6,23600,28030
2012/2/6,28500,307.5,406,6.3121,113.39,20725,28400,737816,23800,390.3,259.11,23800,28840
2012/2/7,28690,304.5,403,6.3049,114.68,20725,28750,929552,23800,386.4,259.11,23800,28785
2012/2/8,29130,311,408,6.2945,115.18,20725,28850,915954,23800,385.2,259.11,23800,29280
2012/2/9,29085,306,403,6.2952,116.26,20495,28850,1200404,23800,383.45,259.28,23800,29160
2012/2/10,29125,302,395.8,6.2986,116.41,20475,29000,1286598,23800,380.7,257.43,23800,29160
2012/2/13,29180,304,201.3327889,6.2971,117.19,20475,28983.33,1039906,23700,382.2,258.02,23700,29265
2012/2/14,29080,302.5,398,6.2996,116.63,20475,29033.33,845238,23700,380.1,257.41,23700,29075
2012/2/15,29235,307,402.3,6.3,117.94,20475,29216.67,969490,23700,380.7,258.05,23700,29085
2012/2/16,28825,297.5,396,6.3016,118.13,21055,29033.33,1186608,23700,379.15,256.58,23700,28700
2012/2/17,28870,300.1,393.3,6.2991,118.59,21055,28933.33,1114300,23800,376.95,258.59,23800,28850
2012/2/20,28940,309,398.6,6.3017,119.19,21345,29033.33,826960,23800,375.9,261.32,23800,28900
2012/2/21,29090,312.9,401.2,6.2964,119.19,21345,29083.33,1046176,23500,377.95,261.81,23800,29180
2012/2/22,29435,321,401.5,6.296,120.87,21130,29316.67,821326,23500,377.7,263.72,23800,29470
2012/2/23,29355,320,401,6.2985,121.69,21220,29350,908216,23600,377.7,264,23600,29500
2012/2/24,29560,323,400.7,6.2978,122.86,20590,29533.33,1224578,23600,381.15,266.13,23600,29450
2012/2/27,29435,320.9,398.7,6.3019,123.24,20620,29533.33,966920,23600,383.3,264.5,23820,29250
2012/2/28,29315,318.4,398.5,6.299,122.14,20460,29400,943956,23600,385.15,264.2,23600,29490
2012/2/29,29450,319.4,401,6.2936,120.79,20335,29450,931172,23600,385.15,264.94,23600,29595
2012/3/1,29410,322,403.5,6.3002,122.12,20040,29516.67,1190208,23600,383.5,265.19,23600,29200
2012/3/2,29520,324.5,403.3,6.2982,123.12,18045,29566.67,1016618,24400,379.9,265.22,24400,29570
2012/3/5,29460,320,398,6.3067,122.39,17830,29450,921230,24400,374.55,262.94,24400,29465
2012/3/6,29355,316,395,6.308,122.02,17405,29433.33,782948,24300,373.8,262.09,24300,29200
2012/3/7,28965,310.2,392,6.3099,121.81,15695,29266.67,598828,24300,369.75,258.3,24300,28880
2012/3/8,28955,313.7,391.8,6.3165,124.17,15550,29200,736792,24300,370.75,259.59,24300,28885
2012/3/9,29090,319.6,397.3,6.3107,124.19,15520,29266.67,924898,24300,378.9,262.68,24300,29100
2012/3/15,29170,317,388.9,6.33,123.08,19865,29350,860906,24300,382.3,259.65,24300,29050
2012/3/16,29045,314.8,388.95,6.3227,122.96,19855,29450,963396,24300,383.6,261.11,24300,28735
2012/3/19,28475,315.4,389,6.3233,124.12,19755,29233.33,771662,24300,389.05,260.79,24300,28490
2012/3/20,28325,314.7,388,6.3241,123.09,19725,29166.67,944968,24300,390,259.78,24300,28550
2012/3/21,28695,314,387,6.3229,122.95,19100,29183.33,858490,24300,391.35,257.55,24300,28800
2012/3/22,28815,310.2,386.3,6.2997,121.83,18765,29200,846136,24300,387.95,258.49,24300,28675
2012/3/23,28700,310,389,6.3078,122.81,18015,29166.67,616482,24300,387.95,256.87,24300,28760
2012/3/26,28845,309.8,390,6.314,123.53,16850,29183.33,508540,24300,387.85,258.81,24300,28780
2012/3/27,29100,319,392.5,6.3072,123.54,16700,29333.33,479098,24300,391.9,259.82,24300,29140
2012/3/28,28970,316.6,394,6.3051,122.29,16440,29333.33,505514,24300,391.8,258.87,24300,28940
2012/3/29,28805,311.6,392,6.306,121.61,15955,29200,575810,24300,391.05,256.83,24300,28880
2012/3/30,29075,309,393,6.298,120.89,15885,29166.67,421970,24300,390.95,256.77,24300,29100
2012/4/5,29040,310.8,392,6.3153,121.15,15345,29150,439132,24300,391.95,256.77,24300,29080
2012/4/6,29140,310,390,6.3063,121.15,15045,29200,461920,24300,391.95,256.77,24300,29170
2012/4/9,29185,309.7,390,6.3085,120.4,13820,29266.67,413720,23300,391.95,256.77,23300,29195
2012/4/10,29170,307.1,389,6.3085,119.38,13520,29233.33,453292,23300,391.95,256.77,23300,29105
2012/4/11,29025,299.2,383.5,6.3081,117.8,13130,29133.33,351242,23300,391.95,256.77,23300,29005
2012/4/12,29000,299.8,384,6.3073,118.72,12885,29133.33,278482,23300,391.95,256.77,23300,29080
2012/4/13,29000,295,380,6.303,119.1,13170,29083.33,302584,23300,391.95,256.77,23300,29000
2012/4/16,28565,291.9,376,6.315,116.98,13730,29000,243662,23300,370.3,248.83,23300,28450
2012/4/17,27985,286.9,377,6.3015,116.27,13520,29000,220016,23300,370.3,248.83,23300,27925
2012/4/18,28180,294.7,378.5,6.3028,115.73,12820,28966.67,347062,23300,370.3,248.83,23300,28320
2012/4/19,28155,290,379,6.3039,116.24,11810,28966.67,259782,23300,370.3,248.83,23300,28215
2012/4/20,28175,288.6,379.1,6.3085,116.46,11710,28716.67,232096,23300,370.3,248.83,23300,28195
2012/4/23,28145,290,381,6.3088,115.5,11680,28716.67,285100,23300,370.3,248.83,23300,28105
2012/4/24,28055,288.6,378.8,6.3073,115.8,11545,28616.67,388452,23300,370.3,248.83,23300,28005
2012/4/25,28060,291.25,380.2,6.3041,116.05,11135,28550,189522,23300,370.3,248.83,23300,28125
2012/4/26,28145,293.9,386,6.306,117.14,11025,28566.67,239448,23300,370.3,248.83,23300,28175
2012/4/27,28240,298,386,6.3102,117.25,10865,28566.67,185804,23300,370.3,248.83,23300,28255
2012/5/2,28300,301,393.5,6.307,116.68,10090,28600,182238,23300,370.3,248.83,23300,28300
2012/5/3,28225,294.7,392.5,6.305,115.31,9985,28516.67,236220,23300,368.15,248.54,23300,28185
2012/5/4,28155,290,393.9,6.3062,112.23,9765,28450,210960,23300,363.9,247.09,23300,28205
2012/5/7,28010,290.1,385,6.3079,110.12,9435,28328.57,200834,23300,363.7,243.9,23300,28000
2012/5/8,28120,289.6,383,6.308,109.58,9415,28314.29,252182,23300,367.05,244.8,23300,28050
2012/5/9,27640,277,376.8,6.3097,109.85,9380,28008.33,333682,23300,361.95,240.66,23300,27580
2012/5/10,27360,279.7,379,6.314,110.06,10070,27816.67,304732,23300,364.65,239.08,23300,27105
2012/5/11,27085,270,376.5,6.3106,109.24,10570,27700,383738,23300,362.6,236.57,23300,27000
2012/5/14,26430,266,365.7,6.3215,108.14,10540,27133.33,452430,21500,361.65,234.26,21500,26200
2012/5/15,25475,256.2,365.7,6.3182,108.7,13035,26700,518436,21500,360.8,230.78,21500,25750
2012/5/16,25220,253,362.8,6.3271,108.14,13855,25983.33,522104,21500,357.3,229.32,21500,24800
2012/5/17,25160,258,366.4,6.3252,107.1,13915,25628.57,538888,21500,356.7,228.69,21500,25125
2012/5/18,24685,260,370,6.3284,105.16,14050,25414.29,743868,21500,351.7,227.17,21500,24445
2012/5/21,24995,280,374.3,6.3279,105.93,13740,25400,455306,21500,354.8,230.64,21500,25120
2012/5/22,25000,283,372,6.3231,106.16,13415,25400,397412,21500,353.45,233.84,21500,24965
2012/5/23,24595,277.3,366.3,6.3345,104.16,13265,25266.67,402298,21500,345.95,231.13,21500,24405
2012/5/24,24485,271.15,364.3,6.3447,103.49,12740,25183.33,575486,21500,347.25,228.7,21500,24525
2012/5/25,24455,265,364.3,6.3439,104.59,12750,25050,505440,21500,347.25,228.14,21500,24480
2012/5/28,24585,268,369,6.3453,105.01,12470,25000,434874,21500,351.05,229.35,21500,24650
2012/5/29,24675,270,369,6.348,105.13,12400,25033.33,457088,21500,350.8,228.04,21500,24720
2012/5/30,24600,272.5,358,6.3577,102.75,12385,25066.67,541964,21500,349.05,227.56,21500,24600
2012/5/31,24365,263.5,355,6.369,101.06,11720,24950,409802,21500,346.5,223.6,21500,24400
2012/6/1,24120,260.5,343,6.3709,97.44,11800,24916.67,646312,21500,346.5,223.6,21500,24050
2012/6/4,23150,245.9,325,6.3645,95.48,11420,24333.33,637716,20500,346.5,223.6,20500,22985
2012/6/5,23295,247.9,319,6.3675,96.19,11355,24183.33,609164,20500,346.5,223.6,20500,23050
2012/6/6,23000,246.5,323.4,6.3635,97.89,11355,23816.67,825510,20500,346.5,223.6,20500,23100
2012/6/7,23335,256,324,6.3635,97.7,10960,23833.33,631196,20500,346.5,223.6,20500,23250
2012/6/8,23120,247.5,315,6.3705,95.87,12025,23766.67,763086,20500,346.5,223.6,20500,23050
2012/6/11,23250,252,321.5,6.3694,97.34,12220,23800,605786,20500,346.5,223.6,20500,23200
2012/6/12,22805,249,316.5,6.3699,94.99,12005,23750,500020,20500,346.5,223.6,20500,22945
2012/6/13,22845,249.1,322.5,6.3691,95.56,11875,23533.33,477418,20500,346.5,223.6,20500,22900
2012/6/14,22845,248,326.3,6.3703,95.22,11770,23500,724190,20500,346.5,223.6,20500,22770
2012/6/15,23010,250,330,6.3651,96.02,11670,23500,768162,20500,346.5,223.6,20500,23100
2012/6/18,23460,257.5,339,6.357,95.03,11850,23650,579462,20500,334.75,206.85,20500,23430
2012/6/19,23395,254.5,325.5,6.3545,93.73,11770,23633.33,535944,20500,334.75,206.85,20500,23340
2012/6/20,23445,253,329,6.3599,93.08,11760,23633.33,482932,20500,334.75,206.85,20500,23560
2012/6/21,23195,250.5,320,6.3642,89.48,11540,23600,502158,20500,334.75,206.85,20500,23130
2012/6/25,22980,239,301.9,6.3633,88.92,11560,23600,516096,20500,334.75,206.85,20500,22900
2012/6/26,22950,233.8,304.2,6.3629,90.13,11335,23433.33,520576,20500,334.75,206.85,20500,22950
2012/6/27,23015,233.5,310,6.3554,90.91,11290,23483.33,542102,20500,334.75,206.85,20500,22920
2012/6/28,23050,236.2,305,6.3575,90.92,11290,23466.67,494758,20500,334.75,206.85,20500,23070
2012/6/29,23130,235.7,314,6.3541,92.99,11230,23400,669784,20500,334.75,206.85,20500,23200
2012/7/2,23560,241.5,314,6.3488,94.07,10845,23683.33,453106,20500,334.75,206.85,20500,23550
2012/7/3,23915,244.8,320.8,6.3523,96.44,10830,23916.67,715526,20500,343,208.09,20500,23950
2012/7/4,24260,250.8,320,6.3477,97.3,10800,24233.33,653572,20500,343.7,211.06,20500,24135
2012/7/5,24180,245.8,320.4,6.3559,98.34,10800,24266.67,595710,20500,339.85,210.03,20500,24300
2012/7/6,24265,246,317.3,6.3649,96.84,10315,24416.67,661338,20500,337.45,209.84,20500,24200
2012/7/9,24110,244,309.5,6.3714,96.83,10090,24283.33,578130,20500,333.8,205.07,20500,24190
2012/7/10,24295,243.5,309.5,6.3659,96.33,10140,24422.22,755324,20500,335.1,205.53,20500,24100
2012/7/11,24195,240.5,305,6.3686,96.74,10080,24388.89,650384,20500,337.75,203.08,20500,24100
2012/7/12,24125,238.5,305.7,6.3733,97.32,11010,24300,587370,20500,334.85,201.91,20500,24100
2012/7/13,24190,238,310,6.3789,99.1,11385,24322.22,631314,20500,334.2,201.71,20500,24260
2012/7/16,24230,238.3,312.4,6.3787,99.93,11485,24520,546298,20500,337.8,204.68,20500,24200
2012/7/17,24300,238.6,312.5,6.3729,101.29,11420,24430,604230,20500,335.5,207.51,20500,24200
2012/7/18,23840,234.5,308.5,6.3702,101.73,11370,24280,528522,20500,332.5,206.7,20500,23785
2012/7/19,23830,236.1,310,6.3734,103.71,11150,24210,617248,20500,331.35,208.67,20500,23905
2012/7/20,23865,234,310.6,6.3735,103.7,11025,24210,645126,20500,331.8,209.31,20500,23750
2012/7/23,22930,223,300,6.3864,100.07,10860,23881.82,445732,20500,322.8,205.63,20500,22600
2012/7/24,22350,215.5,297,6.3858,100.51,10790,23290.91,676956,20500,320.45,202.13,20500,22425
2012/7/25,22405,215.5,295.8,6.3885,100.21,10710,23109.09,566862,20500,318.4,199.18,20500,22400
2012/7/26,22430,215.7,298.6,6.3841,101.47,10710,22990.91,555484,20500,321.75,201.15,20500,22450
2012/7/27,22625,220.5,302,6.3807,102.92,10280,23036.36,609492,20500,326.65,203.33,20500,22815
2012/7/30,22880,215.6,297.3,6.3794,102.94,10760,23200,604580,20500,324.35,204.01,20500,22780
2012/7/31,22680,213.7,295.5,6.3627,102.22,10710,23109.09,581708,20500,324.35,201.51,20500,22660
2012/8/1,22555,214,303,6.3685,102.54,9870,23100,701012,20500,324.45,200.38,20500,22640
2012/8/2,22580,213,297,6.3674,103.07,9670,23072.73,536160,20500,320.95,198.61,20500,22670
2012/8/3,22545,213.3,294.9,6.3727,104.46,9820,23009.09,473168,20500,320.95,194.03,20500,22650
2012/8/6,22730,215.3,291,6.3742,105.67,10440,23081.82,387068,20500,324.5,194.13,20500,22720
2012/8/7,22810,216.2,286.5,6.3664,107.58,10540,23109.09,478830,20500,322.55,192.57,20500,22825
2012/8/8,22775,209.5,274.3,6.3615,108.36,10940,23090.91,569638,20500,321.9,188.87,20500,22735
2012/8/9,22730,208.5,275.45,6.359,108.39,10700,23036.36,669680,20500,319,184.4,20500,22780
2012/8/10,22770,211,276.6,6.36,109.1,10800,23027.27,660748,20500,314.4,179.42,20500,22700
2012/8/13,22770,206,268.9,6.3598,109.67,11990,22883.33,719670,17000,311.25,176.57,17000,22770
2012/8/14,22155,198.1,260.4,6.3586,110.1,11960,22383.33,993772,17000,303.7,171.85,17000,21450
2012/8/15,21265,194,266.2,6.3625,110.65,12150,21975,907136,17000,301.85,170.5,17000,21300
2012/8/16,21620,199,278.3,6.3658,112.11,12420,21900,596054,17000,301.85,169.69,17000,21600
2012/8/17,21875,208,278,6.3585,111.56,12410,21958.33,575892,17000,307,174.22,17000,21815
2012/8/20,21630,213,277.4,6.3594,111.49,12350,21791.67,587318,17000,307,178.65,17000,21610
2012/8/21,21625,213.5,276.8,6.3562,112.28,12270,21666.67,624102,17000,306.1,178.65,17000,21625
2012/8/22,21610,213,274.5,6.3518,112.2,12390,21666.67,624874,17000,304.45,178.65,17000,21455
2012/8/23,21655,214,276,6.3535,113.56,12990,21708.33,767780,17000,306.25,182.16,17000,21640
2012/8/24,21540,213.9,280.4,6.3545,112.12,12990,21641.67,474216,18000,305.15,182.07,18000,21520
2012/8/27,21870,209,282,6.3568,112.04,12850,21933.33,656050,18000,307.6,183.98,18000,22080
2012/8/28,21905,222,277.8,6.353,110.22,12850,21950,491694,18000,306.55,184.62,18000,21920
2012/8/29,21645,218,275.4,6.3517,109.9,12950,21891.67,776000,17900,307.2,184.36,17900,21415
2012/8/30,21395,218.1,275.5,6.3496,110.66,14170,21650,684608,17900,307.2,183.85,17900,21450
2012/8/31,21135,215.8,272,6.3484,111.17,14560,21450,549226,17900,307.3,183.85,17900,21050
2012/9/3,21290,221.5,279.3,6.3407,112.11,14830,21500,528144,17900,308.7,183.79,17900,21545
2012/9/4,21435,220,279.6,6.3473,112.85,14800,21583.33,637796,17900,311.95,183.89,17900,21370
2012/9/5,21270,217,278.4,6.3492,111.2,14960,21508.33,473714,17900,311.5,180.92,17900,21205
2012/9/6,21500,220.7,283,6.3428,111.75,14960,21591.67,587350,17900,310.5,181.88,17900,21500
2012/9/7,21550,220.6,281,6.343,111.55,15560,21508.33,828318,17900,309.95,181.3,17900,21520
2012/9/10,21870,227.9,292.9,6.3376,112.32,16280,21825,614408,18100,318.8,184.49,18100,22015
2012/9/11,21870,229,293,6.3351,112.68,16750,22020.83,693300,17000,325.25,186.05,17020,21970
2012/9/12,22165,234.3,300,6.3264,113.36,16750,22527.27,639948,17200,326,190.09,18240,22200
2012/9/13,22175,232.3,301,6.3296,113.47,17170,22500,544992,17200,330.25,190.95,18030,22250
2012/9/14,22995,237.9,317.5,6.3145,114.87,24490,23018.18,779530,17200,333.7,196.34,18030,23000
2012/9/17,23200,238.6,318.5,6.3173,113.72,30090,23472.73,504472,17500,359.45,197.78,18050,23200
2012/9/18,23360,239.3,317,6.3189,110.95,30090,23625,811478,17500,361.3,197.78,18050,23350
2012/9/19,23430,242,318,6.3093,108.43,30290,23658.33,620698,17500,355.7,198.71,18050,23680
2012/9/20,23320,240,314.2,6.3038,105.88,30090,23716.67,656324,18050,353.35,199.8,18050,23300
2012/9/21,23505,239.9,319.5,6.3053,108.15,30040,23716.67,645494,18050,355.25,201.66,18180,23400
2012/9/24,22960,240,313,6.3093,107.47,30570,23525,579882,18240,359.35,200.83,18240,22980
2012/9/25,23085,252.1,312,6.3066,107.99,30630,23541.67,457404,18000,358.65,201.71,18000,23100
2012/9/26,23200,250.5,314.5,6.302,106.84,30830,23575,613986,18000,358.35,202.81,18000,23100
2012/9/27,23310,249,316.5,6.3025,108.21,31420,23525,488700,17900,362.4,201.84,17900,23390
2012/9/28,23470,257.1,328,6.2849,109.68,32520,23616.67,496548,17900,370.05,205.33,17900,23970
2012/10/8,23720,261.5,326,6.2872,107.94,32710,24111.11,445716,18200,370,210.4,18440,23655
2012/10/9,24540,265.9,336,6.2878,109.46,32580,24244.44,866618,18400,365.8,211.33,18400,24770
2012/10/10,24555,262.3,331,6.2833,110.94,32580,24530,480394,18300,362.75,209.43,18400,24660
2012/10/11,24575,259.7,329.5,6.277,111.35,32980,24560,762204,18300,271.45,169.11,18660,24790
2012/10/12,24710,257.5,323,6.2672,111.06,34540,24690,749140,18300,355.15,209.29,18500,24400
2012/10/15,24180,249.8,320.1,6.2707,110.7,37300,24545.45,644018,18200,347.25,205.96,18200,24025
2012/10/16,24510,250.5,318.8,6.2707,111.09,37280,24472.73,502728,18200,344.5,204.92,18200,24460
2012/10/17,24660,253,319,6.2545,110.24,37550,24500,568736,18200,348.35,204.67,18200,24500
2012/10/18,24780,256.8,320.2,6.2503,109.77,36550,24508.33,480228,18460,350.7,206.09,18460,24800
2012/10/19,24275,248,312.5,6.2538,108.99,36460,24358.33,688414,18460,347.35,202.96,18460,24200
2012/10/22,24060,245,308.4,6.2547,107.13,38980,24100,479052,18000,336,199.47,18000,24185
2012/10/23,23970,243.3,303.4,6.248,105.94,38980,23966.67,751958,18000,335.9,195.87,18000,23555
2012/10/24,23490,241.6,305,6.248,105.68,39620,23766.67,661114,17900,332.15,195,17900,23700
2012/10/25,24000,246.6,310.5,6.2417,105.83,39660,23825,729460,17900,331.9,196.48,17900,24125
2012/10/26,24330,248.5,308,6.2489,106.37,40060,23900,693798,17400,331.9,196.48,17600,23900
2012/10/29,23905,247,305.5,6.2436,105.97,40060,23916.67,735202,18000,332.65,193.14,18000,23900
2012/10/30,23680,242,302,6.2405,106.12,40560,23875,659310,18000,328.95,196.17,18000,23750
2012/10/31,24010,243.1,301.5,6.2372,106.16,40840,23766.67,682622,18000,325.85,192.24,18000,23860
2012/11/1,24035,247.3,303,6.2405,106.26,40940,23741.67,616594,18000,327.25,191.37,18000,24005
2012/11/2,23965,245,301,6.2415,105.06,42980,23750,576314,18000,328.2,186.72,18000,23900
2012/11/5,23580,238.5,296,6.2454,103.42,43240,23550,696714,17600,327.05,185.61,17900,23250
2012/11/6,23365,237,295.8,6.2456,105.79,43430,23491.67,557254,17600,322.7,184,17900,23400
2012/11/7,23320,239.3,297,6.2437,106.87,43600,23359.09,664700,17600,320.55,184.35,17600,23500
2012/11/8,23255,232.8,291.9,6.2429,104.58,44880,23222.73,486264,18000,320.75,181.49,18000,23360
2012/11/9,23520,235.9,295,6.245,105.21,45010,23413.64,699430,18000,320.2,181.94,18000,23380
2012/11/12,23355,232.9,293,6.2291,106.59,45410,23490,596782,18000,313.1,181.46,18000,23350
2012/11/13,23410,231.7,295.4,6.2265,105.97,46090,23335,515152,18000,312.2,183.13,18000,23350
2012/11/14,23540,233.5,297.8,6.2252,106.21,46760,23415,543498,18000,312.2,183.13,18000,23600
2012/11/15,23730,238.9,300,6.2334,107.23,47580,23575,684294,18000,310.25,184.72,18000,23730
2012/11/16,24470,236.1,299.1,6.2356,107.04,47680,23615,597738,18000,306.4,184.72,18000,24430
2012/11/19,24615,238.7,298.9,6.2345,108.76,47680,23750,489128,18000,307.45,186.15,18000,24670
2012/11/20,24725,240.9,299,6.2326,108.33,48000,23770,452288,18000,309.3,187.67,18000,24630
2012/11/21,24580,242.5,299.9,6.2302,107.88,47980,23710,487990,17600,307.95,188.83,17600,24600
2012/11/22,24640,248.5,298.7,6.2289,107.94,47970,23590,379340,17600,313.4,189.22,17600,24605
2012/11/23,24435,248.75,298,6.2285,108.08,44450,23580,488498,17600,313.65,188.79,18215,24595
2012/11/26,24455,249,299.6,6.2255,108.48,44900,23645.45,389604,18000,312.45,188.23,18000,24350
2012/11/27,24195,244.8,295,6.2223,108.07,44900,23609.09,534576,18000,311.55,187.35,18000,24035
2012/11/28,23990,241.7,294,6.2273,106.99,45000,23554.55,428360,18000,307,185.98,18000,23945
2012/11/29,23855,242.6,296,6.2281,107.46,45920,23530,489082,18000,303.4,185.6,18000,23745
2012/11/30,23725,246.6,296,6.2267,108.59,45920,23530,502608,18000,304.35,187,18000,23675
2012/12/3,23865,250,301.1,6.2279,108.44,46250,23720,498268,18000,300.75,189.63,18000,24015
2012/12/4,23990,250,301,6.2256,107.66,47360,23571,393930,18000,295.1,190.48,18000,24040
2012/12/5,24325,251.5,303.5,6.2253,107.2,47740,23564.55,484820,18000,294.85,191.99,18100,24315
2012/12/6,24255,251,301,6.2282,105.64,48240,23613.64,418896,17600,293.2,192.06,18100,24085
2012/12/7,24085,250.9,301.5,6.2301,104.75,52420,23631.82,452952,17600,293.75,190.39,18100,24080
2012/12/10,24460,253.5,304.5,6.2451,105.01,57850,23640.91,455296,17600,297.95,190.82,18200,24430
2012/12/11,24280,252.7,303.5,6.246,104.8,58850,23695.45,346716,17600,298.1,189.28,18200,24120
2012/12/12,24325,257.5,306,6.2518,105.83,59480,23768.18,467614,17000,301.95,189.66,18210,24390
2012/12/13,24205,256.4,306,6.2329,106.01,59580,23740.91,383584,17000,301.25,189.14,18210,24180
2012/12/14,24390,260.4,310.3,6.2415,105.77,59550,23840.91,595376,17000,300.55,190.17,18210,24370
2012/12/17,24545,267.2,311,6.235,106.07,59950,23931.82,565394,18200,299.7,192.32,18200,24635
2012/12/18,24670,271.1,316,6.2324,106.38,60510,23940.91,491766,17600,297.45,193.13,17600,24565
2012/12/19,24560,270,318,6.2303,107.1,60910,23985,349870,18300,292.3,191.04,18545,24650
2012/12/20,24350,267.5,315.8,6.2302,107.2,60910,23968.18,424008,18415,292.3,191.04,18415,24385
2012/12/21,24460,271,314,6.2286,106.63,60910,23986.36,411934,18200,290.85,190.8,18200,24425
2012/12/26,24585,279,319,6.2353,106.92,61320,23995.45,253810,18400,290.45,192.52,18400,24555
2012/12/27,25095,285.4,323,6.236,108.03,61420,24213.64,439772,18400,292.9,195.63,18400,25120
2012/12/28,25215,289,326.2,6.2335,107.87,61920,24322.73,338690,18400,294.45,198.31,18400,25255
2012/12/31,25595,291.75,324,6.2303,107.76,61920,24477.27,342830,19000,296.7,199.54,19245,25780
2013/1/4,25865,294.5,334.5,6.2303,108.68,62760,24779.17,275230,19000,299.55,203.66,19245,25795
2013/1/7,25695,290.7,332.75,6.2296,108.15,63970,25145.83,405936,19380,297.2,204.67,19380,25500
2013/1/8,25550,291,331,6.2241,108.72,64330,25362.5,385638,19500,294.6,204.91,19510,25610
2013/1/9,25585,293.7,334,6.2262,109.01,64630,25354.17,331204,19300,294.6,205.5,19300,25620
2013/1/10,25665,298.7,201.3327889,6.2244,109.3,65530,25412.5,301646,18800,297.5,206.74,19515,25725
2013/1/11,25590,298.4,201.3327889,6.2161,108.2,65710,25412.5,438410,18800,299.3,209.01,19400,25265
2013/1/14,25265,213.0924094,333,6.2192,108.06,66580,25270.83,387650,18800,298.85,208.36,18800,25450
2013/1/15,25210,297.5,331,6.2136,108.35,67570,25237.5,465012,18800,298.35,208.97,18800,25210
2013/1/16,25175,289.4,328,6.2165,107.75,66870,25062.5,384998,18800,296.1,207.91,18800,25250
2013/1/17,25265,289.1,328.9,6.216,108.01,66870,25004.17,302096,18800,293.65,206.79,19720,25280
2013/1/18,25525,296.6,334.5,6.2154,108.92,66940,25045.83,315264,18800,295.55,208.46,19720,25520
2013/1/21,25320,297.1,201.3327889,6.2213,109.32,66140,25150,224700,19000,297.5,207.58,19400,25305
